fluorescence_intensity,colorimetric_index,spr_signal_strength,leaf_temperature,chlorophyll_content,moisture_level,light_absorption_ratio,volatile_organic_compounds,plant_health_status
38.15778675734577,0.6982621783113235,86.10564897472327,23.123331990904095,44.62873180545301,35.28953279007085,0.7665326635081569,10.773012504504965,3
39.400963235195775,0.5417399367630695,91.79950308248925,23.893014642935803,46.8585812032916,35.632076937792355,0.6951072315771003,9.094221851912348,2
52.17064720861261,0.6868176950056009,100.39469544900709,23.887224638753786,41.16826079993791,30.006792588293102,0.7563664140026664,12.546917789828498,3
63.176875914090914,0.3285827166169616,95.95658230777649,26.384760201579628,25.076700315114373,20.36047861980176,0.5150869410676534,17.4738331785628,0
57.73082154233197,0.5852440365937828,104.01309101021661,24.519044865790697,35.54084657563097,28.097627355313534,0.7400120750100673,13.532991613166562,1
44.96924662888809,0.6519027680580638,83.06268591054925,20.235157987778102,44.50138055388847,24.59567296048928,0.6491176275427444,14.02105504465095,2
53.08245587365009,0.5884406465122138,122.41726494963581,25.89071417255397,36.74030722296177,33.08198364007937,0.6708453683616926,11.73805836586175,1
45.86720993872905,0.5979974414721128,111.52000612558027,21.27556548192345,38.28310736444413,27.76521185056061,0.7510530042356428,15.564821164655804,1
56.32162210047183,0.5499955388120795,125.446361484389,30.763768389860715,36.982708887304085,22.449469517789655,0.6582386163018321,6.84303802390359,1
60.23592918747782,0.49890653579371713,101.09532141531061,28.990121268391864,38.013641750654706,21.387030945199037,0.6097917943190098,21.781009370364814,0
59.50754702680757,0.6338876510992507,98.16224278741687,24.434191537057437,29.10780570415351,17.028958812654963,0.7115805564552026,19.712558142373027,0
59.846520337090574,0.46716727673460273,110.26736428132483,24.101193897997394,31.434066950560958,37.91521327478954,0.7207631458861913,13.47878256672555,1
52.34762809282978,0.6713184304451593,88.34664416079136,23.530667109736612,38.62480042725871,31.796822410896755,0.7908249119329437,13.362590626939173,3
52.202541253468056,0.6138687878517967,78.84145307812167,22.518272683379408,44.469453971051806,31.51508754661587,0.6581343445614953,10.911827275268802,2
44.45948834185309,0.5755115056168733,92.7290274847783,24.347608164231286,48.68687110153847,30.0201629332811,0.6938166577331589,15.615978159533087,2
46.2085516034774,0.5024934932249966,108.90104202235963,24.470657607379746,25.638641633980612,27.35086819709114,0.6790468994393218,15.817617195261384,2
56.24311130682375,0.5493191167389052,105.41277149675395,23.493854686412163,34.59386482442799,33.048323016383485,0.7789886547734894,9.344615903980095,2
48.800704200005136,0.720777877249911,85.20623587344477,22.597051407090337,53.598853465747105,32.85334249602965,0.7367954927120302,11.478583250385755,3
49.7892854187749,0.6705912067438302,91.67241101854687,27.497003200066835,51.93306696854944,28.220768418148367,0.7155006336602169,11.805749834957643,3
48.28687881908324,0.5289755767496036,99.4209323976494,23.576520587259708,33.81255367370013,20.14754464189012,0.6025019410873294,9.779594987172658,1
71.58958948978723,0.41716809033640057,87.45815714085346,23.35227961902385,33.32975663608265,22.619283700607618,0.6891260694199507,15.092098327934295,0
55.09978751987519,0.6227345960639717,90.5746504174347,24.28368106864256,37.98700335049985,29.815410946497455,0.7584535634877545,7.326948742511444,2
65.76694646027089,0.337773594795416,91.87529501314,30.22930085478845,33.127313243147604,29.57607961707019,0.5264692657735386,16.994596757708777,0
50.93603886462479,0.6301746945619093,98.15194792099297,25.09343746030382,31.329184533167442,33.85011625381939,0.6593890653209564,12.838362147819632,2
57.07563895764434,0.5734226960873693,101.57504411305548,30.886241224354983,38.881281026443425,23.179961118441383,0.5957049113445642,16.947832209521916,0
67.91819956679149,0.5916867686189836,107.33389566431387,30.632153712650812,20.619405836323118,23.639937445977278,0.8002342897237407,18.924357374622712,0
51.81933099494835,0.5578894165083315,108.67354595195091,24.003237122196595,35.559835140044456,28.240133208265508,0.67328036342458,19.209436819935917,1
52.427008160644164,0.46906825336412,96.84736357717044,26.50962592022666,44.03728264644498,31.396808937240934,0.6232525994379461,11.23318136396809,2
44.81022179848196,0.5661492621074813,96.9439322048697,26.453880383372052,33.26530719168615,34.35237468992855,0.7075242681403934,14.328209586829624,2
37.679790093857775,0.5763467409576181,109.49762994463782,25.753599074163745,35.86633527140911,32.34762103595079,0.6538865810062787,14.053561630669591,3
46.7539619987959,0.5441781543815823,98.5850704301564,25.277424928974842,37.71138967775978,26.995801249968608,0.7230918077122526,15.980775954382501,0
48.78835662333047,0.5200038561017702,116.83068136873602,29.972375147001628,38.441500217422664,33.50411879087913,0.7314193591135564,16.792016761529162,1
46.969668458971796,0.540196181055497,121.83318470353701,22.637310812882625,36.70395332698085,29.390715213014712,0.7056444096874009,16.55568214148293,1
50.0444164371194,0.6865245894793346,106.08214008225534,30.958634526914906,49.41567220527972,26.85267896686383,0.7983428097479325,11.709718997919728,2
